FID,X,Y,Ano
2978,-74.12162335,4.582326348,2006
2979,-74.15524846,4.541025031,2006
2980,-74.02416183,4.762096658,2006
2981,-74.07610685,4.63660164,2006
2982,-74.10184286,4.594100344,2006
2983,-74.11986755,4.583951312,2006
2984,-74.02517298,4.768003566,2006
2985,-74.11093002,4.586969938,2006
2986,-74.07731076,4.623803093,2006
2987,-74.13010748,4.582068251,2006
2988,-74.13407808,4.580938504,2006
2989,-74.09518846,4.604655716,2006
2990,-74.09948538,4.600322143,2006
2991,-74.07731293,4.63695746,2006
2992,-74.16186439,4.551918553,2006
2993,-74.10115694,4.554120187,2006
2994,-74.07778511,4.58452294,2006
2995,-74.07762686,4.584865846,2006
2996,-74.07687516,4.586651014,2006
2997,-74.096157,4.546195686,2006
2998,-74.12567094,4.585970506,2006
2999,-74.07976121,4.63464613,2006
3000,-74.07904756,4.635830882,2006
3001,-74.1428979,4.579295748,2006
3002,-74.15040306,4.568147838,2006
3003,-74.10175337,4.601976161,2006
3004,-74.08539976,4.621405629,2006
3005,-74.10785553,4.595127327,2006
3006,-74.02988594,4.765654448,2006
3007,-74.08824994,4.621266613,2006
3008,-74.10968551,4.595898831,2006
3009,-74.12539118,4.587883006,2006
3010,-74.03272745,4.762613058,2006
3011,-74.03227202,4.764484891,2006
3012,-74.03225226,4.765054292,2006
3013,-74.14097714,4.583586463,2006
3014,-74.08553855,4.62692705,2006
3015,-74.09984753,4.61433127,2006
3016,-74.03760877,4.761953673,2006
3017,-74.11325738,4.601275455,2006
3018,-74.08657159,4.629711299,2006
3019,-74.10850902,4.609599337,2006
3020,-74.11358775,4.602287519,2006
3021,-74.09407402,4.623019894,2006
3022,-74.09894632,4.560458105,2006
3023,-74.09174132,4.557772041,2006
3024,-74.07193421,4.597667288,2006
3025,-74.06045141,4.639584452,2006
3026,-74.07005697,4.600934324,2006
3027,-74.08969774,4.560098865,2006
3028,-74.09066631,4.556440949,2006
3029,-74.07126229,4.673346074,2006
3030,-74.12660243,4.596267593,2006
3031,-74.08080101,4.666931652,2006
3032,-74.05544752,4.703083889,2006
3033,-74.15452216,4.576410177,2006
3034,-74.15702554,4.575163304,2006
3035,-74.15755738,4.574725138,2006
3036,-74.12028627,4.608049835,2006
3037,-74.11207183,4.619286883,2006
3038,-74.12702727,4.604439263,2006
3039,-74.12644311,4.607630064,2006
3040,-74.15689612,4.578349761,2006
3041,-74.11298505,4.544974829,2006
3042,-74.07606136,4.580467306,2006
3043,-74.09916152,4.563669805,2006
3044,-74.11467177,4.544919621,2006
3045,-74.06085032,4.642247675,2006
3046,-74.09893009,4.563894614,2006
3047,-74.07373298,4.58299244,2006
3048,-74.10850546,4.495091647,2006
3049,-74.05441959,4.726517689,2006
3050,-74.12448724,4.598418498,2006
3051,-74.1269212,4.594188077,2006
3052,-74.05748453,4.722287955,2006
3053,-74.1065038,4.634741954,2006
3054,-74.12086064,4.618110213,2006
3055,-74.09964812,4.655094615,2006
3056,-74.06675429,4.722626651,2006
3057,-74.06365501,4.741123481,2006
3058,-74.11681752,4.552258969,2006
3059,-74.0686478,4.612875493,2006
3060,-74.07385581,4.598578247,2006
3061,-74.08014469,4.571476484,2006
3062,-74.12291115,4.619068992,2006
3063,-74.15112818,4.596536153,2006
3064,-74.06371501,4.750008001,2006
3065,-74.11957457,4.627365172,2006
3066,-74.15695411,4.594687209,2006
3067,-74.1071897,4.648225997,2006
3068,-74.0874782,4.677617533,2006
3069,-74.12704674,4.622597637,2006
3070,-74.12823394,4.618258231,2006
3071,-74.08366394,4.684311167,2006
3072,-74.13424761,4.610808301,2006
3073,-74.10823785,4.656864164,2006
3074,-74.12910406,4.620396234,2006
3075,-74.1196092,4.556520344,2006
3076,-74.0740177,4.600577385,2006
3077,-74.07377357,4.600961607,2006
3078,-74.02319153,4.737032146,2006
3079,-74.022257,4.741145938,2006
3080,-74.10301158,4.561926346,2006
3081,-74.02400709,4.729560355,2006
3082,-74.07039732,4.609064445,2006
3083,-74.10324929,4.489044624,2006
3084,-74.16178793,4.598475248,2006
3085,-74.11184718,4.664561615,2006
3086,-74.16502415,4.589316837,2006
3087,-74.14133001,4.607621466,2006
3088,-74.13050647,4.645528419,2006
3089,-74.14357752,4.601619283,2006
3090,-74.14456944,4.598899204,2006
3091,-74.1348043,4.642329449,2006
3092,-74.08874801,4.705852462,2006
3093,-74.17143312,4.59030466,2006
3094,-74.12047479,4.665316964,2006
3095,-74.09955691,4.687800011,2006
3096,-74.09759027,4.691983882,2006
3097,-74.09544086,4.6951257,2006
3098,-74.17861525,4.594567481,2006
3099,-74.17847548,4.589276285,2006
3100,-74.17806775,4.598458727,2006
3101,-74.17056553,4.604371766,2006
3102,-74.17378489,4.606053254,2006
3103,-74.16838771,4.608376635,2006
3104,-74.1665596,4.613488615,2006
3105,-74.154798,4.622659083,2006
3106,-74.15448962,4.622607591,2006
3107,-74.19801084,4.604718806,2006
3108,-74.15745174,4.623340415,2006
3109,-74.1585356,4.623541574,2006
3110,-74.10094118,4.56486365,2006
3111,-74.017622,4.734874476,2006
3112,-74.08058907,4.591003575,2006
3113,-74.10412667,4.562999275,2006
3114,-74.08001964,4.591969683,2006
3115,-74.15572056,4.621662479,2006
3116,-74.19483604,4.605380302,2006
3117,-74.13688409,4.650707147,2006
3118,-74.13485929,4.652656164,2006
3119,-74.17952673,4.613057852,2006
3120,-74.16701437,4.624820036,2006
3121,-74.14511485,4.646304245,2006
3122,-74.12992818,4.660537669,2006
3123,-74.17656689,4.618423352,2006
3124,-74.18698446,4.611386846,2006
3125,-74.15721011,4.635652348,2006
3126,-74.17166508,4.623256557,2006
3127,-74.16946339,4.625348354,2006
3128,-74.18109531,4.617330483,2006
3129,-74.14260996,4.651302443,2006
3130,-74.16438075,4.631096178,2006
3131,-74.18176739,4.61888715,2006
3132,-74.18875499,4.617094352,2006
3133,-74.15658241,4.628107172,2006
3134,-74.15805779,4.63904891,2006
3135,-74.16640092,4.633869178,2006
3136,-74.16815613,4.633472763,2006
3137,-74.11023328,4.690512857,2006
3138,-74.12400921,4.677697523,2006
3139,-74.19320167,4.624531028,2006
3140,-74.19739827,4.623625657,2006
3141,-74.1890859,4.629425749,2006
3142,-74.20589927,4.611399797,2006
3143,-74.07439381,4.604168921,2006
3144,-74.08222953,4.590830969,2006
3145,-74.08169756,4.59160241,2006
3146,-74.08412046,4.737931102,2006
3147,-74.18681334,4.633049025,2006
3148,-74.16657958,4.643765427,2006
3149,-74.13285584,4.66896381,2006
3150,-74.196567,4.628548113,2006
3151,-74.19970531,4.626862076,2006
3152,-74.19066513,4.631991253,2006
3153,-74.10368985,4.708070903,2006
3154,-74.1134839,4.694408872,2006
3155,-74.20118989,4.627651016,2006
3156,-74.09058726,4.725886611,2006
3157,-74.1738869,4.642142061,2006
3158,-74.0921984,4.725841954,2006
3159,-74.11528968,4.694583923,2006
3160,-74.09717083,4.716151643,2006
3161,-74.09712041,4.7168329,2006
3162,-74.0969234,4.721975926,2006
3163,-74.1035567,4.712045645,2006
3164,-74.17187218,4.64630947,2006
3165,-74.10196436,4.719846249,2006
3166,-74.09694424,4.725225385,2006
3167,-74.19402898,4.635938613,2006
3168,-74.19329656,4.63860811,2006
3169,-74.0986019,4.726277056,2006
3170,-74.11537755,4.704034531,2006
3171,-74.09235792,4.577401703,2006
3172,-74.0696101,4.583588255,2006
3173,-74.08670845,4.648981067,2006
3174,-74.04525198,4.761472767,2006
3175,-74.10935308,4.74253433,2006
3176,-74.11136571,4.741348164,2006
3177,-74.11567307,4.568700834,2006
3178,-74.06268623,4.658540175,2006
3179,-74.12254309,4.740218591,2006
3180,-74.15268282,4.548939692,2006
3181,-74.15386167,4.552840523,2006
3182,-74.04622308,4.697710967,2006
3183,-74.04622308,4.697710967,2006
3184,-74.11322571,4.538967041,2006
3185,-74.05233608,4.711724939,2006
3186,-74.05232028,4.711815486,2006
3187,-74.15856605,4.567479311,2006
3188,-74.11978354,4.60498598,2006
3189,-74.13829155,4.589649097,2006
3190,-74.08801467,4.659981586,2006
3191,-74.15568672,4.57827792,2006
3192,-74.09204493,4.698752582,2006
3193,-74.18248858,4.594270372,2006
3194,-74.11756901,4.689373266,2006
3195,-74.09452799,4.72491434,2006
3196,-74.09781563,4.560675668,2007
3197,-74.16730156,4.62356542,2007
3198,-74.05045454,4.653832412,2007
3199,-74.09215845,4.59318297,2007
3200,-74.10531448,4.49908413,2007
3201,-74.07873363,4.683899664,2007
3202,-74.11685779,4.659954807,2007
3203,-74.17734159,4.597124665,2007
3204,-74.17734159,4.597124665,2007
3205,-74.17734159,4.597124665,2007
3206,-74.17734159,4.597124665,2007
3207,-74.11362305,4.697525653,2007
3208,-74.11363495,4.697532938,2007
3209,-74.17729902,4.597333707,2007
3210,-74.17729902,4.597333707,2007
3211,-74.17729902,4.597333707,2007
3212,-74.17729902,4.597333707,2007
3213,-74.17729902,4.597333707,2007
3214,-74.17729902,4.597333707,2007
3215,-74.17729902,4.597333707,2007
3216,-74.17729902,4.597333707,2007
3217,-74.17729902,4.597333707,2007
3218,-74.17729902,4.597333707,2007
3219,-74.18004982,4.605389688,2007
3220,-74.18004982,4.605389688,2007
3221,-74.18004982,4.605389688,2007
3222,-74.18004982,4.605389688,2007
3223,-74.09065489,4.592634042,2007
3224,-74.11362305,4.697525653,2007
3225,-74.09225285,4.593143465,2007
3226,-74.09512348,4.593926323,2007
3227,-74.07523818,4.581122262,2007
3228,-74.12903715,4.621870366,2007
3229,-74.08237588,4.601673113,2007
3230,-74.1184617,4.631348652,2007
3231,-74.14551011,4.647682134,2007
3232,-74.04519038,4.688172317,2007
3233,-74.14172194,4.646152406,2007
3234,-74.0783143,4.600135143,2007
3235,-74.10258023,4.489414598,2007
3236,-74.04626617,4.697288829,2007
3237,-74.04995481,4.699187209,2007
3238,-74.08315282,4.604439103,2007
3239,-74.08604243,4.606462122,2007
3240,-74.14103256,4.651999372,2007
3241,-74.0645994,4.70518251,2007
3242,-74.10447919,4.728974174,2007
3243,-74.05795817,4.714512304,2007
3244,-74.10981017,4.734003326,2007
3245,-74.06373018,4.715932123,2007
3246,-74.11420609,4.697882647,2007
3247,-74.10638711,4.733684018,2007
3248,-74.1222613,4.639832919,2007
3249,-74.12464008,4.646860108,2007
3250,-74.07547384,4.600653293,2007
3251,-74.089653,4.726410145,2007
3252,-74.02136763,4.704875262,2007
3253,-74.12645115,4.740733879,2007
3254,-74.11571732,4.744509445,2007
3255,-74.11650301,4.744921707,2007
3256,-74.03981009,4.715358843,2007
3257,-74.03042506,4.711920122,2007
3258,-74.10048586,4.739097439,2007
3259,-74.11582594,4.747165741,2007
3260,-74.08596031,4.610044268,2007
3261,-74.1144258,4.747644327,2007
3262,-74.12181334,4.750349452,2007
3263,-74.03260708,4.720793714,2007
3264,-74.1137205,4.751389804,2007
3265,-74.08517419,4.740176192,2007
3266,-74.04773621,4.72974872,2007
3267,-74.05025849,4.73120595,2007
3268,-74.08036258,4.606502325,2007
3269,-74.03253406,4.727958733,2007
3270,-74.16918204,4.69256489,2007
3271,-74.13806436,4.656024968,2007
3272,-74.09878436,4.584887971,2007
3273,-74.02537355,4.737718338,2007
3274,-74.02958937,4.739014542,2007
3275,-74.01593945,4.734270324,2007
3276,-74.02313684,4.737767912,2007
3277,-74.03396642,4.741236482,2007
3278,-74.03468737,4.743558178,2007
3279,-74.14858289,4.670979168,2007
3280,-74.07825862,4.607429779,2007
3281,-74.14580844,4.672700407,2007
3282,-74.09431298,4.579771018,2007
3283,-74.10059273,4.585531186,2007
3284,-74.05524754,4.753742086,2007
3285,-74.05520571,4.756662276,2007
3286,-74.07775223,4.60789234,2007
3287,-74.07956355,4.60918788,2007
3288,-74.07780451,4.608432725,2007
3289,-74.09405342,4.622945223,2007
3290,-74.02278968,4.758782783,2007
3291,-74.02829826,4.758920377,2007
3292,-74.03592064,4.760285875,2007
3293,-74.02831023,4.760245671,2007
3294,-74.03921514,4.761327586,2007
3295,-74.02352928,4.765614979,2007
3296,-74.02884934,4.765847049,2007
3297,-74.02928752,4.765756565,2007
3298,-74.06737628,4.602598966,2007
3299,-74.09326192,4.62333215,2007
3300,-74.12023146,4.648576546,2007
3301,-74.03889008,4.770731159,2007
3302,-74.09177531,4.593306034,2007
3303,-74.08090977,4.587833923,2007
3304,-74.08748639,4.593905399,2007
3305,-74.10088113,4.601369474,2007
3306,-74.07647546,4.587143472,2007
3307,-74.08110643,4.583866415,2007
3308,-74.07337459,4.607906077,2007
3309,-74.07622316,4.609826515,2007
3310,-74.07015356,4.605372423,2007
3311,-74.09036137,4.571836537,2007
3312,-74.07588535,4.611147894,2007
3313,-74.07652616,4.611504769,2007
3314,-74.07819191,4.612935359,2007
3315,-74.08081351,4.615110992,2007
3316,-74.14462506,4.684614388,2007
3317,-74.11050567,4.650897467,2007
3318,-74.14936327,4.692382171,2007
3319,-74.14274468,4.685635287,2007
3320,-74.07207612,4.61107621,2007
3321,-74.07278992,4.611335376,2007
3322,-74.08219729,4.623825447,2007
3323,-74.11893332,4.667715775,2007
3324,-74.08616539,4.632545053,2007
3325,-74.14846005,4.62590048,2007
3326,-74.12264691,4.619497252,2007
3327,-74.11259223,4.612496208,2007
3328,-74.11251334,4.61259582,2007
3329,-74.11268597,4.613717383,2007
3330,-74.09766309,4.569421869,2007
3331,-74.15056182,4.686768986,2007
3332,-74.11581984,4.582661981,2007
3333,-74.11459903,4.575336529,2007
3334,-74.12695839,4.602470085,2007
3335,-74.15985565,4.636739245,2007
3336,-74.14855666,4.623079993,2007
3337,-74.11909397,4.584870198,2007
3338,-74.1538724,4.625921236,2007
3339,-74.12931804,4.601664836,2007
3340,-74.0967354,4.553807929,2007
3341,-74.13521212,4.678955627,2007
3342,-74.16193843,4.633437325,2007
3343,-74.10077031,4.5578482,2007
3344,-74.13604083,4.598618382,2007
3345,-74.08253452,4.592933795,2007
3346,-74.09728159,4.600369331,2007
3347,-74.08323196,4.593836176,2007
3348,-74.12256131,4.670121722,2007
3349,-74.12272889,4.670127127,2007
3350,-74.10940777,4.565267194,2007
3351,-74.16802419,4.637676968,2007
3352,-74.17389973,4.646380646,2007
3353,-74.17226417,4.642804172,2007
3354,-74.13212038,4.597527054,2007
3355,-74.16743719,4.632726525,2007
3356,-74.17327374,4.64325323,2007
3357,-74.15660871,4.614627226,2007
3358,-74.07021479,4.630422587,2007
3359,-74.13156133,4.683024358,2007
3360,-74.12643841,4.585508276,2007
3361,-74.15973141,4.61594001,2007
3362,-74.16102564,4.617585055,2007
3363,-74.16102564,4.617585055,2007
3364,-74.17423807,4.641668114,2007
3365,-74.17453821,4.639224194,2007
3366,-74.17874476,4.645359107,2007
3367,-74.11929662,4.670201951,2007
3368,-74.14413599,4.60135399,2007
3369,-74.12372327,4.575569228,2007
3370,-74.09184175,4.545471475,2007
3371,-74.1492284,4.602264346,2007
3372,-74.15228358,4.603980413,2007
3373,-74.15352545,4.604419946,2007
3374,-74.09236461,4.650484839,2007
3375,-74.11937943,4.568947034,2007
3376,-74.12865374,4.581468896,2007
3377,-74.16849863,4.6196709,2007
3378,-74.16849863,4.6196709,2007
3379,-74.06018808,4.633840955,2007
3380,-74.11251511,4.669721987,2007
3381,-74.11746683,4.566722362,2007
3382,-74.11356858,4.697640069,2007
3383,-74.10865956,4.555411953,2007
3384,-74.10641006,4.546815484,2007
3385,-74.17308339,4.622931024,2007
3386,-74.07789842,4.63894816,2007
3387,-74.09078476,4.5987609,2007
3388,-74.11977947,4.554324071,2007
3389,-74.12324635,4.559294704,2007
3390,-74.12847052,4.568677626,2007
3391,-74.18179871,4.632077645,2007
3392,-74.06159114,4.639225356,2007
3393,-74.12824487,4.565272345,2007
3394,-74.13781983,4.579528866,2007
3395,-74.17116922,4.613932972,2007
3396,-74.17983028,4.625461052,2007
3397,-74.10508427,4.671175865,2007
3398,-74.17169132,4.611576179,2007
3399,-74.10961783,4.677433116,2007
3400,-74.11309358,4.680420174,2007
3401,-74.06098837,4.641559592,2007
3402,-74.11525407,4.538466691,2007
3403,-74.11877213,4.542014526,2007
3404,-74.17379553,4.611695594,2007
3405,-74.06616474,4.644033474,2007
3406,-74.06808639,4.644362714,2007
3407,-74.08136562,4.64927682,2007
3408,-74.15144543,4.579869542,2007
3409,-74.1516682,4.577236878,2007
3410,-74.19178601,4.629208269,2007
3411,-74.13514296,4.561344654,2007
3412,-74.09526497,4.604694244,2007
3413,-74.11725671,4.623010828,2007
3414,-74.13648456,4.629792959,2007
3415,-74.13747153,4.618731422,2007
3416,-74.13713044,4.5592723,2007
3417,-74.14123088,4.567023408,2007
3418,-74.19615589,4.634218966,2007
3419,-74.14190025,4.563139149,2007
3420,-74.17256652,4.589101413,2007
3421,-74.12712935,4.697022269,2007
3422,-74.07640295,4.651888146,2007
3423,-74.07576745,4.65267232,2007
3424,-74.0773529,4.6529168,2007
3425,-74.06719124,4.652647137,2007
3426,-74.07337862,4.656916436,2007
3427,-74.1901929,4.618351061,2007
3428,-74.1367174,4.554462668,2007
3429,-74.14950762,4.568062992,2007
3430,-74.13514116,4.705454833,2007
3431,-74.07021341,4.655897488,2007
3432,-74.11152389,4.689887654,2007
3433,-74.18558155,4.605271547,2007
3434,-74.06537842,4.653801951,2007
3435,-74.11169504,4.691446106,2007
3436,-74.06837566,4.657176441,2007
3437,-74.14322636,4.551664148,2007
3438,-74.1494929,4.565162785,2007
3439,-74.15406051,4.574852219,2007
3440,-74.17848575,4.580133963,2007
3441,-74.15079822,4.563916074,2007
3442,-74.06560328,4.657552094,2007
3443,-74.14376495,4.549749484,2007
3444,-74.14368074,4.548154934,2007
3445,-74.09799098,4.591828495,2007
3446,-74.06505711,4.658601278,2007
3447,-74.06510938,4.658634345,2007
3448,-74.14312948,4.546161089,2007
3449,-74.09002757,4.681072664,2007
3450,-74.16116666,4.57320728,2007
3451,-74.19940303,4.625203712,2007
3452,-74.12262008,4.519907431,2007
3453,-74.15841652,4.551387872,2007
3454,-74.15841652,4.551387872,2007
3455,-74.11750512,4.520058226,2007
3456,-74.15953874,4.547982158,2007
3457,-74.07507219,4.668933188,2007
3458,-74.08583103,4.677143087,2007
3459,-74.14278552,4.545192978,2007
3460,-74.12145018,4.708703017,2007
3461,-74.16345503,4.562600082,2007
3462,-74.12573279,4.713090523,2007
3463,-74.06307557,4.661755007,2007
3464,-74.10049225,4.694109245,2007
3465,-74.11630858,4.706536405,2007
3466,-74.06169725,4.66191733,2007
3467,-74.06894684,4.666627852,2007
3468,-74.09825682,4.692730647,2007
3469,-74.09360205,4.516540399,2007
3470,-74.15360181,4.542791667,2007
3471,-74.1453164,4.542210024,2007
3472,-74.09338062,4.69211391,2007
3473,-74.06071636,4.663866177,2007
3474,-74.16828767,4.572592601,2007
3475,-74.05769365,4.662815168,2007
3476,-74.16863962,4.571878058,2007
3477,-74.17425403,4.572829763,2007
3478,-74.13779841,4.538449637,2007
3479,-74.11575099,4.712178932,2007
3480,-74.14661168,4.538333971,2007
3481,-74.08839394,4.694176055,2007
3482,-74.1370451,4.63684308,2007
3483,-74.1263891,4.618182669,2007
3484,-74.05398116,4.664323594,2007
3485,-74.08116527,4.686309579,2007
3486,-74.08435857,4.69032587,2007
3487,-74.10436633,4.707693165,2007
3488,-74.17107556,4.571293939,2007
3489,-74.12195727,4.72792397,2007
3490,-74.09748061,4.712042499,2007
3491,-74.08305438,4.600608916,2007
3492,-74.09652289,4.610212347,2007
3493,-74.08786166,4.604126939,2007
3494,-74.09700483,4.712527424,2007
3495,-74.10143627,4.716788472,2007
3496,-74.09973208,4.716115509,2007
3497,-74.0430094,4.670375117,2007
3498,-74.11656516,4.504504614,2007
3499,-74.11778473,4.505001182,2007
3500,-74.11826502,4.505296142,2007
3501,-74.05509846,4.684492153,2007
3502,-74.09541782,4.715488861,2007
3503,-74.07450744,4.585092263,2007
3504,-74.0661909,4.603437324,2007
3505,-74.07360726,4.587687263,2007
3506,-74.07842554,4.599064426,2007
3507,-74.07735029,4.600765494,2007
3508,-74.07527552,4.604145744,2007
3509,-74.07388022,4.606527157,2007
3510,-74.07374406,4.607391824,2007
3511,-74.07237451,4.609622176,2007
3512,-74.08263575,4.592273646,2007
3513,-74.08206586,4.593184999,2007
3514,-74.06129347,4.650542051,2007
3515,-74.07955436,4.59726395,2007
3516,-74.09419332,4.740220412,2007
3517,-74.1008154,4.729122648,2007
3518,-74.14383637,4.678741173,2007
3519,-74.12395929,4.699864779,2007
3520,-74.12264165,4.707616198,2007
3521,-74.11763241,4.714383518,2007
3522,-74.12574534,4.705443345,2007
3523,-74.12574264,4.707006975,2007
3524,-74.12963325,4.701212473,2007
3525,-74.12796307,4.704574834,2007
3526,-74.10082396,4.744563062,2007
3527,-74.08332627,4.593280947,2007
3528,-74.0541628,4.66398639,2007
3529,-74.05331684,4.665036396,2007
3530,-74.12797201,4.704554409,2007
3531,-74.12887401,4.709793254,2007
3532,-74.13270805,4.708464824,2007
3533,-74.12692294,4.717204011,2007
3534,-74.08447716,4.59231587,2007
3535,-74.07255374,4.60978904,2007
3536,-74.07253208,4.609816945,2007
3537,-74.07259796,4.609937832,2007
3538,-74.1071866,4.741286412,2007
3539,-74.14362092,4.716460181,2007
3540,-74.07598729,4.607131033,2007
3541,-74.07420377,4.609222623,2007
3542,-74.06441494,4.644018067,2007
3543,-74.05587415,4.665041662,2007
3544,-74.11359798,4.747630912,2007
3545,-74.0751689,4.609158073,2007
3546,-74.04103564,4.704273623,2007
3547,-74.08212754,4.599979972,2007
3548,-74.04287847,4.699072589,2007
3549,-74.07964496,4.605269763,2007
3550,-74.07778501,4.607906958,2007
3551,-74.03469303,4.765855715,2007
3552,-74.0758124,4.611125477,2007
3553,-74.08341192,4.599768814,2007
3554,-74.08316682,4.600527582,2007
3555,-74.12065734,4.750061394,2007
3556,-74.12295741,4.741258685,2007
3557,-74.03592802,4.76595703,2007
3558,-74.07877307,4.608131029,2007
3559,-74.0374515,4.756855533,2007
3560,-74.07735623,4.609871037,2007
3561,-74.07143793,4.62189784,2007
3562,-74.0683327,4.639862874,2007
3563,-74.06627045,4.651879057,2007
3564,-74.05676636,4.668491379,2007
3565,-74.04441656,4.720279107,2007
3566,-74.0800705,4.610800959,2007
3567,-74.06867443,4.648027328,2007
3568,-74.06843718,4.648955822,2007
3569,-74.14721537,4.557681177,2007
3570,-74.1487016,4.557270489,2007
3571,-74.1487323,4.557400829,2007
3572,-74.06014172,4.664781971,2007
3573,-74.04175437,4.746128386,2007
3574,-74.07994457,4.615412325,2007
3575,-74.07194029,4.632764647,2007
3576,-74.06521587,4.658646813,2007
3577,-74.08689427,4.603737363,2007
3578,-74.04827234,4.692461859,2007
3579,-74.01431408,4.731180523,2007
3580,-74.07333852,4.590819333,2007
3581,-74.08679957,4.60705271,2007
3582,-74.08502389,4.608745822,2007
3583,-74.07995169,4.615413302,2007
3584,-74.06914697,4.654536625,2007
3585,-74.06772456,4.656516423,2007
3586,-74.0503127,4.711245894,2007
3587,-74.08113049,4.616464129,2007
3588,-74.05136544,4.711366253,2007
3589,-74.06943575,4.656498035,2007
3590,-74.08606531,4.613357394,2007
3591,-74.07213988,4.655598501,2007
3592,-74.09153118,4.607597179,2007
3593,-74.09629189,4.601291187,2007
3594,-74.077376,4.634388827,2007
3595,-74.07724693,4.634389341,2007
3596,-74.075553,4.651741328,2007
3597,-74.07565441,4.652639106,2007
3598,-74.05882844,4.683313047,2007
3599,-74.07446497,4.661269278,2007
3600,-74.0707393,4.667243799,2007
3601,-74.0638356,4.616951096,2007
3602,-74.09978874,4.606267016,2007
3603,-74.10251467,4.606174251,2007
3604,-74.09284292,4.622750101,2007
3605,-74.10317328,4.615329732,2007
3606,-74.02007694,4.736437494,2007
3607,-74.07743917,4.587873149,2007
3608,-74.06845354,4.60447866,2007
3609,-74.06715031,4.607361765,2007
3610,-74.0601013,4.642209661,2007
3611,-74.07101218,4.587913661,2007
3612,-74.07507145,4.67316215,2007
3613,-74.0836521,4.645033557,2007
3614,-74.06075127,4.666755395,2007
3615,-74.05329579,4.716538041,2007
3616,-74.05312112,4.722093068,2007
3617,-74.06107232,4.678975007,2007
3618,-74.07970063,4.585240354,2007
3619,-74.06630189,4.616375643,2007
3620,-74.0621989,4.631409215,2007
3621,-74.07179393,4.585617266,2007
3622,-74.07879755,4.661875348,2007
3623,-74.05810837,4.712829116,2007
3624,-74.05719142,4.723533455,2007
3625,-74.06330349,4.712478288,2007
3626,-74.077616,4.674183985,2007
3627,-74.0266503,4.765789412,2007
3628,-74.07941712,4.588677324,2007
3629,-74.04320803,4.670773737,2007
3630,-74.11802758,4.624877449,2007
3631,-74.06825483,4.690041154,2007
3632,-74.08287163,4.675777775,2007
3633,-74.11607308,4.639128862,2007
3634,-74.12657939,4.620688012,2007
3635,-74.12708562,4.622261087,2007
3636,-74.12745034,4.632157761,2007
3637,-74.09114383,4.683661257,2007
3638,-74.03300217,4.693648738,2007
3639,-74.022257,4.741145938,2007
3640,-74.06468813,4.629445958,2007
3641,-74.04419486,4.670257923,2007
3642,-74.13096833,4.628311408,2007
3643,-74.132564,4.627874832,2007
3644,-74.09789804,4.67755574,2007
3645,-74.10392736,4.672235417,2007
3646,-74.1120378,4.665549169,2007
3647,-74.11070488,4.667020565,2007
3648,-74.10969495,4.668100298,2007
3649,-74.13703569,4.638777002,2007
3650,-74.10219577,4.684289258,2007
3651,-74.11296886,4.670676255,2007
3652,-74.10700189,4.681782985,2007
3653,-74.10347158,4.686494536,2007
3654,-74.1046296,4.686187895,2007
3655,-74.11918123,4.668707594,2007
3656,-74.11724111,4.670466541,2007
3657,-74.10641989,4.684921769,2007
3658,-74.13379386,4.650648824,2007
3659,-74.07307188,4.604462221,2007
3660,-74.02890986,4.763419748,2007
3661,-74.13485929,4.652656164,2007
3662,-74.12598683,4.666300295,2007
3663,-74.12176564,4.669948175,2007
3664,-74.10122581,4.692895814,2007
3665,-74.15600646,4.635398186,2007
3666,-74.12206469,4.672681253,2007
3667,-74.11510328,4.67972118,2007
3668,-74.12704432,4.673094508,2007
3669,-74.09695187,4.707880045,2007
3670,-74.084525,4.725951909,2007
3671,-74.12348258,4.676397892,2007
3672,-74.12405871,4.676124643,2007
3673,-74.10907826,4.692683413,2007
3674,-74.08774577,4.719005998,2007
3675,-74.0836516,4.737637275,2007
3676,-74.0696101,4.583588255,2007
3677,-74.12765594,4.672434506,2007
3678,-74.08621723,4.732861187,2007
3679,-74.09691395,4.714129471,2007
3680,-74.0852691,4.739971901,2007
3681,-74.09653083,4.722045208,2007
3682,-74.09115746,4.72951185,2007
3683,-74.09692664,4.721971763,2007
3684,-74.14383925,4.665134948,2007
3685,-74.09213165,4.7348051,2007
3686,-74.13214603,4.680329561,2007
3687,-74.14609949,4.67151454,2007
3688,-74.14600362,4.67143017,2007
3689,-74.13183492,4.682464884,2007
3690,-74.07206229,4.698806,2007
3691,-74.09619364,4.635986565,2007
3692,-74.11413218,4.57346372,2007
3693,-74.11297015,4.572093769,2007
3694,-74.16242618,4.634423665,2007
3695,-74.10801454,4.563996718,2007
3696,-74.10801454,4.563996718,2007
3697,-74.12765841,4.581633801,2007
3698,-74.12556569,4.579475062,2007
3699,-74.11360619,4.565884503,2007
3700,-74.12367556,4.569430439,2007
3701,-74.13691523,4.592689626,2007
3702,-74.13496702,4.591354804,2007
3703,-74.10452296,4.546093537,2007
3704,-74.14668047,4.592149642,2007
3705,-74.13738236,4.584147583,2007
3706,-74.14464597,4.567157876,2007
3707,-74.19608921,4.610736838,2007
3708,-74.0593057,4.620864663,2007
3709,-74.05945471,4.620938205,2007
3710,-74.13504037,4.710363291,2007
3711,-74.11234797,4.742212298,2007
3712,-74.11125451,4.741815153,2007
3713,-74.11332943,4.57369966,2007
