Nombre,Icfes,Bares,Seguridad,Act Impacto, Policia, Salud, Cultura, Deporte
COL CRISTIANO SEMILLA DE VIDA,318.2041,0.0,5.73,10.0,6.0,10.0,10.0,10.0
CENT EDUC DIST REP DE VENEZUELA,270.59569999999997,0.0,0.0,0.0,6.0,10.0,10.0,10.0
CENT EDUC DIST EDUARDO SANTOS,274.8627,10.0,6.590000000000001,4.0,5.0,10.0,10.0,10.0
