Nombre,Icfes,Bares,Seguridad,Act Impacto, Policia, Salud, Cultura, Deporte
COL SANTA ROSA DE LIMA,285.0,0.0,8.330000000000002,4.0,5.0,10.0,7.8500000000000005,10.0
COL HARVARD,264.9524,2.0,6.71,10.0,5.0,10.0,6.95,10.0
LIC FORMACION EDUC PERSONALIZADA,291.34620000000007,6.0,7.49,10.0,5.0,10.0,6.75,10.0
COL DIST TOMAS CARRASQUILLA,266.8045,0.0,5.43,6.0,6.0,10.0,8.55,10.0
COL DIST REP DE PANAMA,257.8571,0.0,0.03999999999999982,10.0,6.0,10.0,8.15,10.0
COL DIST HELADIA MEJIA HIJOS DE EDUCADORES,279.7069,0.0,5.769999999999999,0.0,5.0,10.0,8.15,10.0
COL DIST RAFAEL BERNAL JIMENEZ,278.9506,0.0,1.6999999999999997,10.0,5.0,10.0,7.950000000000001,10.0
