Nombre,Icfes,Bares,Seguridad,Act Impacto, Policia, Salud, Cultura, Deporte
INST PEDAG PARA EL DESARROLLO INTEGRAL CREAR,312.0,0.0,8.45,10.0,6.0,10.0,10.0,9.75
COL DIST BENJAMIN HERRERA,273.58900000000006,0.0,9.0,8.0,10.0,10.0,10.0,8.5
CENT EDUC DIST EL JAZMIN,269.8054,6.0,7.45,10.0,5.0,10.0,10.0,9.5
COL DIST LUIS CARLOS GALAN SARMIENTO,296.7119,8.0,7.44,10.0,5.0,10.0,10.0,7.75
CENT EDUC DIST ANTONIO JOSE DE SUCRE,284.5172,2.0,6.8,10.0,5.0,10.0,8.05,10.0
