IDESTABLEC,HORARIO,DIRECCI,NOMBRE_DEL,TIPO_DE_ES,BARRIO,NOMBRE_D_1,POINT_X,POINT_Y
1617192,DIA/NOCHE,Cl 11  8 72 (No hay Placa),CLUB SOCIAL Y DEPORTIVO NUEVO SAN MIGUEL,Billar,Catedral,Candelaria,-74.0764159,4.599032224
1114344,DIA/NOCHE,Kr 16A  22A 37,LOS RECUERDOS ROCKOLA. F.A. (Coche Rojo),Expendio a la mesa de bebidas alcoholicas.,Santafe,Martires,-74.07644583,4.612753894
1114274,DIA/NOCHE,KR 15BIS  19 24,FENIX,Residencia,Favorita,Martires,-74.07687629,4.609444068
1114320,SIN INFORMACION,KR 16  19 62,El CHAGAY DE LA 16,Expendio de bebidas alcoholicas,Favorita,Martires,-74.07740187,4.609885765
1114202,DIA/NOCHE,KR 16  19 48,TABERNA BAR EL BEJUCO DE TARZAN,Expendio y consumo de licores,Favorita,Martires,-74.07743938,4.609826629
131275,NOCTURNO,AC 68  53 70,BAR 68,Expendio de licores,San Fernando,Barrios Unidos,-74.07817727,4.666345333
163124,DIA/NOCHE,Cl 3A  10 67,EL RECUERDO,Expendio de bebidas alcoholicas,San Bernardo,Santafe,-74.08283969,4.592974662
1312180,DIA /NOCHE,CL 68  21 23/19,SEDE TAURUS CLUB (Aviso LA SELECTA),CorporaciUn para de defenza de los derechos.,7 de agosto,Barrios Unidos,-74.06879088,4.657350332
1312168,DIA/NOCHE,CL 68  17 47,BAR LA NOISUL,Servicio de acompaeamiento,7 de agosto,Barrios Unidos,-74.06657281,4.655943485
1312181,DIA/NOCHE,CL 68 17 77,CLUB LAS VEGAS RESERVADO,Servicio de acompaEamiento.,7 de agosto,Barrios Unidos,-74.06632131,4.655785344
1312128,DIA/NOCHE,CL 68  17 79 L2,PROYECCIONES MARILY (Wiskeria las diosas del amor) (imperio golosas),Expendio de bebidas alcoholicas,7 de agosto,Barrios Unidos,-74.06630454,4.655774801
131266,DIA/NOCHE,Kr 14  66 67,TERRANOVA,Bar,Esperanza -Chapinero Noroccidental,Barrios Unidos,-74.06302619,4.653335124
1313169,DIA,CL 63  16A 42,ABEJITAS 63 (Club casa blanca),Expendio de bebidas.,San Luis,Teusaquillo,-74.06669909,4.652936865
131267,DIA/NOCHE,KR 14  66 09  P2,BAR RESERVADO LAS MU,Bar,Esperanza,Barrios Unidos,-74.06314003,4.65275662
14270,DIA/NOCHE,CL 63  13 78 P2,CORPORACI N RIVER SIDE SEDE SEXIRAMA CLUB (Cafr conex je) (Club show 6-63),Ofrece muestras culturales.,Chapinero Central,Chapinero,-74.06372635,4.64882034
12653,DIURNO/NOCTURNO,Dg 44  52 59 P. 2,GRILL BAR  LA TERRAZA,Venta y consumo de licores.,Venecia,Tunjuelito,-74.09168439,4.643873901
12617,DIA/NOCHE,Dg 44  50 57 P2 S,PALO DE AGUA CORPORACION (grill bar el haren),Wiskeria y corporaciCn privada,Venecia,Tunjuelito,-74.0910135,4.642870927
1313149,SIN INFORMACION,KR 14  55 53,SENSACIONES DE LA 55 (Bar Wiskeria la 55)  (Reservado la 65),Venta y consumo de licores.,Banco Central,Teusaquillo,-74.06473756,4.642746706
14269,SIN INFORMACION,AV caracas  55 26 P2,CORPORACIsN SAL2N BOGOTr (Sede londres club) (Wiskeria de la 55),Corporacisn privada.,Chapinero,Chapinero,-74.06616132,4.641051035
158172,DIA/NOCHE,KR 86  38A 21 S,EL TOBOGAN DEL AMOR,Expendio de bebidas alcoholicas,llano grande,Kennedy,-74.16586523,4.638248095
15865,NOCTURNO,KR 86  38D 10 S,WISKERIA LIBARE,Venta de licores,Pilar del Rio,Kennedy,-74.16572303,4.638129533
158197,NOCHE,KR 86  38A 22 S,EL FARA3N,Wiskeria,Patio Bonito,Kennedy,-74.165759,4.638102022
15875,NOCTURNO,KR 86  38D 28 S  P. 1,AFRODITAS BAR (Wiskeria el topo),Expendio de Bebidas alcohllicas,Pinar del RiB,Kennedy,-74.16577698,4.638088267
15874,DIA/NOCHE,KR 86  38 34 S,BAR EL GRAN PAR,Expendio de bebidas,Llano Grande,Kennedy,-74.16579497,4.638074511
15879,DIURNO,KR 80  2 39 S,LAS PICARD9AS DE CLAUDIA (El escondite de blvaro),Bar cantina,Saper Manz.12,Kennedy,-74.15616106,4.63532114
15868,DIA/NOCHE,DG 38  84A 16  S,WISKERIA EL PORRAZO (Cabuyas),Wiskeria,Maria Paz,Kennedy,-74.16235833,4.634472629
15852,NOCTURNO,Ak 80  40A 03 S,BAR LA ESQUINA DEL REENCUENTRO  (wiskeria show),Venta de licores,Pastranita,Kennedy,-74.16055378,4.625004551
1115175,NOCTURNO,AV 1 de mayo  27 29 Sur,LA ROKA,Nigth Club,Santander,Antonio Nari o,-74.1435983,4.620489842
15724,NOCTURNO,KR 83C  63 55 S,ESCAMOSOS,Wiskeria,Bosa Centro,Bosa,-74.18861645,4.61622861
1115164,NOCTURNO,AV 1 de mayo  32 80 S,PASARELA NIGHT CLUB 2,Expendio de bebidas.,Santander,Antonio Naribo,-74.13823963,4.615239379
1114201,NOCTURNO,KR 17  23A 08,LAS VEGAS,Club,Santafe,Martires,-74.07557375,4.612399808
1114349,DIA/NOCHE,Kr 15  19 16,C.A.A.G (Hospedaje Tamaru),Venta y consumo de alcohol,favorita,Martires,-74.07752509,4.609691461
1114154,DIA/NOCHE,CL 19  14 32,GIRASOL AZUL,venta y consumo de licores,Favorita,Martires,-74.07723411,4.608269
158124,NOCTURNO,KR 80  57G 42 S,VIDEO BAR PUNTO 57,Video bar,Roma   (Porvenir),Kennedy,-74.18141105,4.608237239
16398,DIA/NOCHE,Kr 10  20 59 (Placa al lado),RICO CHELLY,Wiskeria,Alameda,Santafe,-74.07253766,4.607749882
1614352,DIA/NOCHE,Kr 10  19 38,PASARELA SHOW LA 19 (Bar tanga),Venta y consumo de licores shows artisticos.,Nieves,Santafe,-74.0728909,4.60669177
163106,DIA/NOCHE,Cl 19  9 30  P3,CLASIC SHOW (cosmos show),Wiskeria,Nieves,Santafe,-74.0740255,4.606079014
163107,DIA/NOCHE,Cl 19  8 92 P2,CORPORACI9N CLUB SOCIAL Y PRIVADA AMIGOS DE ECLIPSE SECORCLUPIE.,Desarrollo de actividades.,Nieves,Santafe,-74.07275428,4.605098383
158168,DIA/NOCHE,AV 1 de mayo 72 40 P. 1,FARAONAS BARRA BAR,Expendio de bebidas,Carvajal,Kennedy,-74.13984312,4.618828075
158165,NOCTURNO,AV 1 de Mayo 72M 27 S,WISKERIA PENT7GONO,venta y expendio de licores,Carvajal,Kennedy,-74.14375285,4.621576107
158140,DIA/NOCHE,AV 1 de mayo  74M 41 S,VIDEO BAR LAS ORQU4DEAS,Corporaci n privada,Carvajal,Kennedy,-74.97740213,3.691879226
158179,NOCHE,AV 1 de mayo  71G 65 S,LA BARRA MUSIC HALL,Expendio de bebidas alcohUlicas,Carvajal,Kennedy,-74.13891524,4.617987393
158186,NOCHE,AV 1 de mayo  72 71 S p. 2,VIDEO ROCKOLA LA FARRA DE FANNY (Pacho Borracho),Expendio de bebidas,Carvajal,Kennedy,-74.14018545,4.618737683
158143,NOCTURNO,AV 1 de mayo  72 95  S,PVRPURA SHOW,Grilles Wiskeria,Carvajal,Kennedy,-74.13953683,4.618593045
163119,DIA/NOCHE,Kr 10  15 73 P. 2,COCHE ROJO SHOW BAR (El caracol),Expendio a la mesa.,Capuchina,Santafe,-74.07486507,4.603518709
163121,DIA/NOCHE,Kr 10  15 13,ASOCIACI5N SOCIAL Y PRIVADA CENTRO CLUB ASOPRICK,Asociaci5n.,Capuchina,Santafe,-74.0752004,4.602943722
158189,NOCHE,AV 1 de mayo  69B 49,TANGA Y AROMA BAR,Venta de bebidas alcoholicas,Carvajal,Kennedy,-74.13582534,4.614371556
158166,NOCTURNO,AV 1 de mayo  69B 53 S,GUADALAJARA SHOW (El condado sur),Expendio de bebidas.,Carvajal,Kennedy,-74.13578931,4.614335397
158190,NOCHE,AV 1 de mayo  69C 63,FREDOM VIDEO,ProyecciIn y alquiler de pel culas,Carvajal,Kennedy,-74.13636585,4.615013368
158191,NOCHE,AV 1 de mayo  69C 73,MIDAS BAR,Expendio de bebidas alcoholicas,Carvajal,Kennedy,-74.13628477,4.614913932
158137,NOCTURNO,Av 1 de mayo  69C 16 P. 2,PEREIRAS EXTREMO (Grill video bar pereiras),Venta de licores,Carvajal,Kennedy,-74.13590641,4.614913926
15836,NOCTURNO,AV 1 de mayo  69C 20 S P.1,ANGELOS VIDEO BAR,Compra y venta de bebidas,Carvajal,Kennedy,-74.13597848,4.614995283
158181,NOCHE,AV 1 de mayo  69B 38 S P. 1,BARRA Y TANGA,Expendio de bebidas para el consumo dentro del establecimiento,Carvajal,Kennedy,-74.13574426,4.614543305
15846,NOCTURNO,Av 1 de mayo  69 07 S,GRIL VIDEO BAR PORKYS,Venta de licores,Carvajal,Kennedy,-74.13419482,4.612880013
15840,NOCTURNO,Av 1 de mayo   69 15 S,LONDRES,Video Bar,Carvajal,Kennedy,-74.11521106,4.675116275
158113,NOCTURNO,AV 1 de mayo  69 25 S P.1,EL GATO AZUL (La gran casa rosada),Venta de licores,Carvajal,Kennedy,-74.13521277,4.613693584
158130,NOCTURNO,AV 1 de mayo  69 25 S P. 2,PASARELA SHOW,Bar club Nocturno Pasarela Show Privado y Especiales,Carvajal,Kennedy,-74.13523079,4.613675505
15838,NOCTURNO,Av 1 de mayo  69 35 S,BAR SHOW EL GIRASOL (Girasoles),Expendio de bebidas,Carvajal,Kennedy,-74.13468128,4.613060811
158173,NOCTURNO,AV 1 de mayo 69 71,SUGAR,Discoteca,Carvajal,Kennedy,-74.13460921,4.612997533
158196,NOCHE,AV  1 de mayo  69 93 P 1,GO CAFd BAR,Expendio de bebidas,Carvajal,Kennedy,-74.13431193,4.612672106
158194,NOCHE,AV 1 de mayo  69 93 P 2,TROPICANA MEN S VIDEO BAR,Expendio de bebidas,Carvajal,Kennedy,-74.13431193,4.612672106
158185,NOCHE,AV 1 de mayo  69 32 S,DIVAS BARRA BAR,Expendio de bebidas,Carvajal,Kennedy,-74.13498756,4.613711659
158187,NOCHE,AV 1 de mayo  69 32 S,BARRA BAR LA U,Expendio de bebidas alcoholicas,Carvajal,Kennedy,-74.13498756,4.613711659
158163,NOCTURNO,Av 1 de mayo  69 48 S,CUEROS SHOW,Venta de licores,Carvajal,Kennedy,-74.13477135,4.613467589
158200,NOCHE,AV 1 mayo  69 84 P2,LUJURIA,Venta y consumo de bebidas alcoholicas,Carvajal,Kennedy,-74.13429391,4.612925212
157184,NOCHE,AV 1 de mayo  69 88 S,ANGELOS CAFo BAR,Expendio de bebidas,Carvajal,Kennedy,-74.13424887,4.612861935
158183,NOCHE,AV 1 de mayo  69 94 S p. 2,START VIDEO BAR,CorporaciEn privada,Carvajal,Kennedy,-74.13416779,4.612771538
163302,DIA/NOCHE,Kr 10A  10 45,APOSTAL AZAAR,Hospedaje,San Bernardo,Santafe,-74.07920392,4.600127054
1114352,NOCHE,Cl 1E  17 48,S.R.S,Venta de bebidas alcoholicas.,Eduardo Santos,Martires,-74.08959063,4.594653473
12619,DIA/NOCHE,Dg 44  51 13 S,GRILL BAR PUNTO 51,Venta y consumo de  licores,Venecia,Tunjuelito,-74.1389764,4.594468953
12620,DIA/NOCHE,Dg 44  51 23 S P.2,SEDE SAL1N TRSPICO (Taberna bar el planetario)(salon tripico),CorporaciNn,Venecia,Tunjuelito,-74.13885377,4.594443602
121936,NOCTURNO,Cl 57R  75K 11 S,CAFETERIA Y LICORES MARY (Bar Calamar) (Tienda bar el bacilon),Cafeteria y consumo de licores,La Estancia,Ciudad Bolivar,-74.17536344,4.594328002
12621,DIA/NOCHE,Dg 44  51 87 S,GRILL BAR EL EDEN (Sal n el eden),Venta y consumo de licores.,Venecia,Tunjuelito,-74.13806892,4.594281354
158136,NOCTURNO,AV Boyac,WISKERIA TIT5N,Wiskeria,Delicias 2I Sec,Kennedy,-74.14527864,4.593835449
1115173,NOCTURNO,KR 27 sur  17 24,POMPEYA BAR,Bar,Restrepo,Antonio Nari7o,-74.10609278,4.590900878
1115173,DIA/NOCHE,CL 22  15 40 Sur,VIDEO BAR SHAZ,AcompaBamiento,Restrepo,Antonio Narito,-74.10230906,4.582092247
1115167,NOCTURNO,CL 22  15 46 Sur,RUMBA SUPER CASTING VIDEO BAR,Expendio de bebidas alcoholicas,Restrepo,Antonio Naribo,-74.1022803,4.582061725
121828,NOCTURNO,Cl 22  15 57  S,CASTILLO SHOW,Wiskerias,Olaya  (Restrepo),Rafael Uribe,-74.10235845,4.581881542
12612,DIA/NOCHE,Cl 51  15A 23 S,LOS COMPADRES SHOW,Venta por mayor de cerveza,Tunjuelito,Tunjuelito,-74.12658591,4.563999029
12611,DIA/NOCHE,Cl 51  15 35 S,BAR CASA AMARILLA (Tomadero de los se)ores),Expendio de bebidas alcoholicas dentro de establecimiento,Tunjuelito,Tunjuelito,-74.12655442,4.56393469
12615,NOCTURNO,Cl 51  8 27 S,BAR PUERTO RICO,Expendio de bebidas,Tunjuelito,Tunjuelito,-74.12262365,4.556788849
12656,NOCTURNO,Av caracas 50 33 S,WISKERIA SHOW PARAISO DIVAS,Expendio de bebidas,San Carlos,Tunjuelito,-74.10957644,4.542880679
158129,NOCTURNO,AK 43 80B 33  Apt. 200 P. 2,LAS DIVAS DE LA 43,Venta de licores,Villa Nelly                      (Britalia),Kennedy,-74.17177348,4.568187211
1413,NOCTURNO,CL 183  30 15 P.2,TABERNA BAR LOS ANGELES (Taberna bar el cachaco),Venta de licores.,San Antonio norte,Usaquen,-74.02835598,4.75875805
1416,NOCTURNO,CL 116  30 28,HOSTERIA RESTAURANTE JP & LM (la mansiln),Restaurante.,San Patricio,Usaquen,-74.0550507,4.697729052
131124,DIA/NOCHE,AV Suba  103B 72  P2,INVERSIONES ORTIZ PINO INORPI (Platinos stetic center),Centro de relajamiento,Andes Norte,Suba,-74.06591915,4.691220663
131125,DIA/NOCHE,AV suba  100 61,BRAVOS PELUQUERIA,Sala de belleza,Andes Norte,Suba,-74.06575701,4.690886184
142104,DIA/NOCHE,AV Caracas  66 80,VIDEO ANONIMAS,Consumo de licores.,Chapinero Norte,Chapinero,-74.06346506,4.653807771
14212,DIA/NOCHE,AV caracas  61 16 P.2,SEDE FRY WOMAN ASOCIACIRN ARPROCOM.,Asociaci n artistica profesional de Colombia.,Chapinero Central,Chapinero,-74.06482538,4.648149889
1614353,DIA,Kr 10  14 20 P. 6,SALA DE MASAJES Y DE BELLEZA.,Sala de Masajes,Veracruz,Santafe,-74.0753852,4.602102248
163333,DIA/NOCHE,Kr 10  2A 24,IDOLO,Hospedaje,San Bernardo,Santafe,-74.08245784,4.590589935
158202,DIA/NOCHE,CL 44  66 31 S,WISKERIA LEOS.R,Wiskeria,Delicias,Kennedy,-74.09897469,4.653128737
1115355,NOCHE,AV 1 de mayo  32A 08,CONEJITAS PLAY BOY,Expendio de bebidas.,Santander,Puente Aranda,-74.1124647,4.594451719
1115354,NOCHE,AV 1 de mayo  33 50,ZEUS CLUB,Club,Santander,Puente Aranda,-74.11265119,4.594761169
12659,NOCTURNO,CL 15  51 08 S,LA CITA,Venta de licores,Tunjuelito,Tunjuelito,-74.12423464,4.61293797
1116190,DIA/NOCHE,AV 1 de mayo  49 75,TABERNA BAR PUNTO 49 SOUND,Wiskeria,Alcala,Puente Aranda,-74.12159222,4.602502342
15843,NOCTURNO,Av 1 de mayo  58 21 S,WISKERIA PUNTO 58,Expendio de bebidas alcoholicas,Carvajal,Kennedy,-74.12908707,4.608920607
131241,DIA/NOCHE,KR 32  67 32,PIEL CANELA DIVERSION PARA ADULTOS,Bar,7 de agosto,Barrios Unidos,-74.07468015,4.661753714
1311119,NOCTURNO,TV 91  128C 11 P2,CORPORACION NACIONAL DE COLOMBIA MA ANITAS PRONLACOM. (Salon Night Club) (alquimia),CorporaciOn privada,Rincon,Suba,-74.09353014,4.725452684
121947,NOCTURNO,Ac 57  75K 53,VIDEO BAR COSTA AZUL (Bar Mateca a),Venta de licores,La Estancia,Ciudad Bolivar,-74.11009731,4.67651774
158176,NOCTURNO,AV Boyac,BAR SHOW EJECUTIVO,Bar,Delicias,Kennedy,-74.11120908,4.666804808
15725,NOCTURNO,CL 60  85 15  L2 S,SIRENAS,Wiskeria,Bosa Centro,Bosa,-74.1122423,4.680810186
158138,NOCTURNO,AV 1 de mayo  38 49   S,MANANTIAL,Night club show,Carvajal,Kennedy,-74.14884273,4.617960312
