Nombre,Icfes,Bares,Seguridad,Act Impacto, Policia, Salud, Cultura, Deporte
GIMNASIO MODELIA REAL - SEDE PRINCIPAL,289.79409999999996,0.0,6.99,10.0,5.0,10.0,7.449999999999999,8.75
COL DEPT INTEGRADO FONTIBON,250.5311,10.0,6.28,6.0,5.0,8.75,8.450000000000001,4.5
CENT EDUC DIST ANTONIO VAN UDEN,260.0,10.0,9.190000000000001,10.0,5.0,7.0,5.8500000000000005,4.5
CENT EDUC DIST RODRIGO ARENAS BETANCOURT,270.41220000000004,10.0,4.340000000000001,0.0,6.0,10.0,7.95,4.0
CENT EDUC DIST PABLO NERUDA,267.7228,10.0,5.65,4.0,6.0,9.0,7.65,4.5
COL CARLO FEDERICI (INST EDUC DIST),290.3684,10.0,9.85,10.0,6.0,6.75,6.300000000000001,3.25
