Nombre,Icfes,Bares,Seguridad,Act Impacto, Policia, Salud, Cultura, Deporte
CENT PANAMERICANO DE CAPACITACION SEDE RESTREPO,254.1625,0.0,2.9400000000000004,0.0,6.0,10.0,10.0,10.0
COL ARTEAGA MUÑOZ,274.0,0.0,3.32,0.0,5.0,10.0,10.0,10.0
COL ADVENTISTA EMMANUEL,304.1563,0.0,4.13,10.0,6.0,10.0,10.0,10.0
ESC NORMAL SUPERIOR NSTRA SRA DE LA PAZ,294.9138,0.0,8.62,6.0,5.0,10.0,10.0,10.0
COL DIST GUILLERMO LEON VALENCIA,257.80620000000005,0.0,3.24,10.0,6.0,10.0,10.0,10.0
CENT EDUC DIST ANTONIO BARAYA,267.4868,0.0,0.0,0.0,7.0,10.0,10.0,10.0
CEDIT FRANCISCO DE PAULA SANTANDER,273.92539999999997,0.0,8.45,8.0,6.0,10.0,10.0,10.0
COL DIST EDUC BAS Y MEDIA ATANASIO GIRARDOT,280.7262,4.0,8.0,8.0,5.0,10.0,10.0,10.0
